comp_ticker,comp_name,total_esg_score,total_esg_score_percentile,environmental_risk_score,social_risk_score,governance_risk_score,controversy_level,last_update,flag_alcoholic_beverages,flag_adult_entertainment,flag_gambling,flag_tobacco_products,flag_animal_testing,flag_fur_and_specialty_leather,flag_controversial_weapons,flag_small_arms,flag_catholic_values,flag_gmo,flag_military_contracting,flag_pesticides,flag_thermal_coal,flag_palm_oil
NCLTF,"Nitori Holdings Co., Ltd.",17,12,5.0,6.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPL,PPL Corporation,35,74,19.0,11.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NTRS,Northern Trust Corporation,25,39,2.0,13.0,10.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHKGF,CK Asset Holdings Limited,22,28,6.0,8.0,8.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANET,"Arista Networks, Inc.",18,14,0.0,9.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLKMF,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,27,46,7.0,12.0,8.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMSHF,EMS-CHEMIE HOLDING AG,36,77,16.0,10.0,9.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THLEF,Thales S.A.,30,57,7.0,15.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
SPHXF,"SM Prime Holdings, Inc.",20,21,5.0,7.0,8.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZKMF,Suzuki Motor Corporation,26,43,5.0,10.0,11.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDC,Western Digital Corporation,12,3,2.0,4.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIVAF,Aviva plc,24,33,2.0,13.0,9.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHMDF,Shimano Inc.,16,10,0.0,8.0,8.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VRSN,"VeriSign, Inc.",22,28,3.0,13.0,6.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORXCF,ORIX Corporation,28,51,2.0,12.0,14.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
KMX,"CarMax, Inc.",13,4,0.0,9.0,4.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMCQF,Fresenius Medical Care AG & Co. KGaA,18,15,0.0,9.0,9.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HES,Hess Corporation,29,54,16.0,6.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTR,"Ventas, Inc.",12,3,3.0,4.0,5.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NSANF,"Nissan Motor Co., Ltd.",33,68,10.0,14.0,9.0,4.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTGOF,BT Group plc,20,20,2.0,10.0,8.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLM,"Martin Marietta Materials, Inc.",31,62,18.0,5.0,9.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCL,Royal Caribbean Group,22,29,10.0,9.0,4.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IP,International Paper Company,25,40,16.0,4.0,5.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAC,IAC/InterActiveCorp,27,45,3.0,15.0,5.0,2.0,10/2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWDBF,Swedbank AB (publ),28,48,1.0,10.0,16.0,5.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBMFF,Sino Biopharmaceutical Limited,40,85,2.0,22.0,15.0,0.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUE,Nucor Corporation,36,77,11.0,16.0,10.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K,Kellogg Company,27,46,7.0,15.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFX,Equifax Inc.,25,37,0.0,17.0,7.0,4.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZTCOF,ZTE Corporation,22,28,1.0,8.0,13.0,4.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REPYF,"Repsol, S.A.",22,29,10.0,7.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCGLF,Société Générale Société anonyme,26,42,1.0,11.0,13.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPMKF,UPM-Kymmene Oyj,14,7,8.0,3.0,4.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CNHI,CNH Industrial N.V.,16,9,3.0,6.0,7.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GWW,"W.W. Grainger, Inc.",15,8,3.0,6.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPERF,PT Bank Mandiri (Persero) Tbk,30,56,3.0,13.0,14.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPE,Hewlett Packard Enterprise Company,17,13,1.0,10.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHD,"Church & Dwight Co., Inc.",23,30,7.0,8.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
QRVO,"Qorvo, Inc.",32,64,16.0,9.0,7.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIB,CGI Inc.,19,17,1.0,11.0,6.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIG,"The Hartford Financial Services Group, Inc.",19,17,2.0,7.0,10.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF,Regions Financial Corporation,19,19,2.0,10.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAL,Halliburton Company,26,42,10.0,9.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXXRF,Exor N.V.,14,7,1.0,3.0,10.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSU,Kansas City Southern,23,30,9.0,10.0,4.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISH,DISH Network Corporation,22,29,2.0,11.0,9.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETR,Entergy Corporation,33,69,19.0,8.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FTS,Fortis Inc.,29,54,15.0,9.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
KEY,KeyCorp,24,35,2.0,11.0,11.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSEZF,SSE plc,32,64,19.0,8.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FRRVF,"Ferrovial, S.A.",26,42,5.0,11.0,10.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGM,MGM Resorts International,27,47,2.0,13.0,12.0,2.0,3/2021,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LKREF,Link Real Estate Investment Trust,11,2,2.0,4.0,5.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QSR,Restaurant Brands International Inc.,24,33,5.0,12.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOV,Dover Corporation,28,51,8.0,14.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSCO,Tractor Supply Company,16,9,3.0,8.0,4.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTB,M&T Bank Corporation,27,47,2.0,13.0,12.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APH,Amphenol Corporation,24,34,10.0,6.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TFX,Teleflex Incorporated,29,53,5.0,16.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AEE,Ameren Corporation,34,71,16.0,12.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
IMBBF,Imperial Brands PLC,26,42,6.0,13.0,7.0,2.0,3/2021,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLY,Ally Financial Inc.,24,34,0.0,13.0,10.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE,FirstEnergy Corp.,35,72,17.0,10.0,7.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SAUHF,Straumann Holding AG,28,50,4.0,15.0,9.0,1.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TER,"Teradyne, Inc.",19,17,7.0,6.0,6.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNECF,Renesas Electronics Corporation,29,55,13.0,9.0,8.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBLCF,Loblaw Companies Limited,19,17,5.0,8.0,5.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFG,"Citizens Financial Group, Inc.",26,44,2.0,13.0,11.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRMB,Trimble Inc.,13,4,4.0,4.0,5.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNG,"Cheniere Energy, Inc.",24,36,11.0,9.0,4.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAL,"United Airlines Holdings, Inc.",32,63,11.0,15.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIPNF,NEC Corporation,18,14,1.0,9.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COO,"The Cooper Companies, Inc.",21,24,3.0,11.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CHKIF,China Southern Airlines Company Limited,36,76,12.0,18.0,7.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOPEF,Woodside Petroleum Ltd,24,35,14.0,4.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOLX,"Hologic, Inc.",30,59,4.0,14.0,12.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTDKF,TDK Corporation,19,18,7.0,4.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESS,"Essex Property Trust, Inc.",16,10,4.0,5.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDRVF,"EDP Renováveis, S.A.",17,12,0.0,0.0,0.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYL,Xylem Inc.,16,11,4.0,8.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AICAF,Air China Limited,34,70,10.0,17.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RKUNF,"Rakuten, Inc.",20,21,6.0,6.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSUMF,Sumitomo Corporation,27,45,9.0,9.0,9.0,3.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
DRI,"Darden Restaurants, Inc.",22,29,6.0,12.0,4.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AOMFF,Alstom SA,20,21,2.0,11.0,7.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAG,"Conagra Brands, Inc.",32,64,10.0,16.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCBJF,UCB SA,26,44,1.0,14.0,11.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AES,The AES Corporation,35,74,21.0,8.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
STX,Seagate Technology plc,10,2,2.0,4.0,5.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWCDF,Power Corporation of Canada,12,3,1.0,3.0,7.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMO,Imperial Oil Limited,33,69,18.0,8.0,7.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSXMK,The Liberty SiriusXM Group,19,19,0.0,9.0,10.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ULTA,"Ulta Beauty, Inc.",17,12,4.0,7.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,Albemarle Corporation,37,79,19.0,9.0,9.0,1.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIXPF,"CaixaBank, S.A.",23,30,2.0,8.0,13.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WPM,Wheaton Precious Metals Corp.,9,2,0.0,3.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLSNF,Telia Company AB (publ),19,18,3.0,9.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVZMF,Novozymes A/S,16,11,5.0,4.0,7.0,1.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNLRF,PT Unilever Indonesia Tbk,18,17,8.0,4.0,7.0,0.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFCZF,Intact Financial Corporation,26,42,2.0,11.0,13.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XNGSF,ENN Energy Holdings Limited,35,73,12.0,15.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCY,Incyte Corporation,26,43,0.0,18.0,8.0,1.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXR,Extra Space Storage Inc.,14,6,4.0,4.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNMRF,Snam S.p.A.,20,21,7.0,8.0,5.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSNC,"SS&C Technologies Holdings, Inc.",23,33,1.0,14.0,8.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLBZF,HeidelbergCement AG,29,55,15.0,5.0,9.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERFSF,Eurofins Scientific SE,22,28,2.0,13.0,7.0,1.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PEAK,"Healthpeak Properties, Inc.",11,2,3.0,3.0,4.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SNNUF,Smith & Nephew plc,24,35,4.0,12.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXPD,"Expeditors International of Washington, Inc.",18,15,4.0,9.0,5.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CINF,Cincinnati Financial Corporation,26,43,2.0,9.0,15.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BR,"Broadridge Financial Solutions, Inc.",15,8,0.0,8.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAH,"Cardinal Health, Inc.",13,4,3.0,5.0,4.0,3.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWSDF,Swiss Life Holding AG,21,25,1.0,9.0,11.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVR,"NVR, Inc.",21,23,7.0,9.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMS,CMS Energy Corporation,28,49,13.0,9.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SONVF,Sonova Holding AG,17,13,1.0,10.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMVJF,OMV Aktiengesellschaft,28,50,11.0,8.0,9.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ON,ON Semiconductor Corporation,25,39,13.0,6.0,6.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTXS,"Citrix Systems, Inc.",18,16,1.0,11.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAT,Waters Corporation,18,15,1.0,11.0,6.0,0.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPY,Brookfield Property Partners L.P.,23,33,6.0,10.0,7.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGIOF,"Shionogi & Co., Ltd.",32,65,1.0,17.0,14.0,1.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIO,"Bio-Rad Laboratories, Inc.",21,25,2.0,12.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
JBHT,"J.B. Hunt Transport Services, Inc.",15,9,4.0,6.0,5.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGX,Quest Diagnostics Incorporated,19,18,0.0,10.0,9.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPC,Genuine Parts Company,13,4,4.0,5.0,4.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHKSF,Asahi Kasei Corporation,25,40,12.0,4.0,9.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,"Gartner, Inc.",24,34,0.0,17.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARLUF,Aristocrat Leisure Limited,24,34,4.0,10.0,9.0,1.0,3/2021,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LB,"L Brands, Inc.",16,10,2.0,8.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYIEF,Symrise AG,25,37,8.0,8.0,9.0,1.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CE,Celanese Corporation,30,57,15.0,8.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RJF,"Raymond James Financial, Inc.",28,49,2.0,12.0,14.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMC,Omnicom Group Inc.,18,15,0.0,10.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAA,"Mid-America Apartment Communities, Inc.",19,17,6.0,7.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHKP,Check Point Software Technologies Ltd.,20,23,1.0,12.0,7.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTXFF,Natixis S.A.,19,20,1.0,10.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BXP,"Boston Properties, Inc.",14,6,4.0,5.0,5.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
